image,appropriate,reason,subject
1_116351.jpg,no,"implied nudity, provocative",female
1_116361.jpg,no,implied nudity; sensitive content,female
1_118241.jpg,yes;,dress code varies globally;,male;
1_118381.jpg,no,"bare shoulders, form-fitting attire",female
1_119291.jpg,yes,"fully dressed, non-provocative.",male
1_119441.jpg,no,revealing clothing; poses,female
1_119681.jpg,no,focus on women's legs,female
1_121081.jpg,no,revealing clothing shown.,female
1_121411.jpg,no,"implied nudity, suggestive gesture",male
1_122151.jpg,no,implied nudity; suggestive pose,female
1_125411.jpg,no,short dress; pose; statue's nudity,female
1_126001.jpg,no,provocative pose and attire.,female
1_126861.jpg,no.,scantily clad individuals.,female.
1_127021.jpg,yes,"sports activity, fully clothed",female
1_127161.jpg,no,revealing swimwear shown.,female
1_129141.jpg,no.,short attire may offend.,female.
1_130171.jpg,yes.,beach attire is culturally subjective.,female.
1_130251.jpg,no,models in underwear; culturally sensitive.,female
1_131591.jpg,yes,"modest attire, non-provocative pose",female
1_132141.jpg,no.,suggestive and revealing attire.,female.
1_132221.jpg,no,midriff and legs uncovered.,female
1_134651.jpg,no,implied nudity; body exposure,female
1_134741.jpg,no.,partial nudity depicted.,female.
1_134761.jpg,yes.,garment covers body appropriately.,female.
1_137021.jpg,yes,image is non-revealing,all
1_137851.jpg,no.,suggestive pose and attire.,female.
1_138561.jpg,yes,leg with athletic shoe shown,female
1_143971.jpg,no,revealing clothing; suggestive pose,female
1_144811.jpg,yes.,modest clothing depicted.,female.
1_145051.jpg,yes,no explicit content shown,female
1_145631.jpg,yes.,no nudity or provocative content.,female.
1_148071.jpg,no,immodest clothing.,female
1_152631.jpg,yes,dress is modest.,female
1_153091.jpg,yes,"fully clothed, exercising.",female
1_154751.jpg,no,underclothed according to some norms,female
1_155261.jpg,no.,swimsuit attire shown.,female.
1_156261.jpg,yes,modest attire depicted.,female
1_156341.jpg,no.,lingerie is visible.,female.
1_157021.jpg,no,revealing clothing,female
1_157231.jpg,no,revealing dress style,female
1_157321.jpg,no,revealing clothing shown,female
1_157381.jpg,no,"tight dresses, suggestive embrace",female
1_157431.jpg,no,lingerie-clad models displayed.,female
1_157511.jpg,no,"lingerie advertisement, possible modesty issues",female
1_157521.jpg,no.,suggestive pose and attire.,female.
1_157621.jpg,no;,contains lingerie imagery;,female.
1_157641.jpg,no,immodest attire for some cultures,female
1_157751.jpg,no,lingerie-advertised content may offend.,female
1_157781.jpg,no,lingerie advertisement; potentially sensitive,female
1_157811.jpg,no,revealing lingerie worn.,female
1_157821.jpg,no.,"lingerie ad, suggestive pose.",female.
1_165171.jpg,no,"revealing clothing, implied alcohol.",female
1_165221.jpg,yes,attire may vary by culture.,female
1_166101.jpg,yes,"fully clothed, conservative fashion.",female
1_18321.jpg,yes,general casual attire,all
1_20731.jpg,no,immodesty by conservative standards.,female
1_20851.jpg,no.,"intimate apparel, suggestive pose.",all.
1_20931.jpg,no,shirtless male model shown,male
1_20951.jpg,no.,"intimate apparel, kissing.",all.
1_20991.jpg,no,revealing clothing; suggestive pose,female
1_21111.jpg,no,"intimate pose, partial nudity",all
1_21141.jpg,,,
1_21641.jpg,yes.,dress and pose are modest.,female.
1_22781.jpg,yes,modest athletic clothing shown,female
1_23501.jpg,yes,"fully dressed, non-provocative pose",female
1_23611.jpg,no,"suggestive pose, state of dress.",female
1_2531.jpg,no,revealing attire; suggestive theme,female
1_26321.jpg,yes.,fully clothed children.,all.
1_29171.jpg,yes.,shows non-revealing skincare ad.,female.
1_32931.jpg,yes,modest dress and makeup.,female
1_33221.jpg,yes;,modesty levels vary;,female;
1_34441.jpg,yes,generally deemed fashion advertising.,female
1_34771.jpg,yes,"modest dress, no explicit content.",female
1_37371.jpg,no,"inappropriate language, satire.",female
1_38311.jpg,yes,no nudity or offensive content.,female
1_38681.jpg,no.,"implied intimacy, suggestive positioning.",all.
1_38761.jpg,no,potentially provocative attire.,female
1_38851.jpg,,,
1_39301.jpg,no,revealing attire; suggestive pose,female
1_39431.jpg,no,"revealing attire, sensual pose",female
1_39511.jpg,no,bare shoulders shown,female
1_39781.jpg,no.,revealing swimwear shown.,female.
1_40851.jpg,yes,no explicit content displayed.,all
1_40881.jpg,no.,"midriff exposed, tight-fitting clothing.",female.
1_41151.jpg,no,shirtless man depicted.,male
1_41161.jpg,no.,"suggestive pose, partially unbuttoned shirt.",female.
1_41301.jpg,no,depicts graphic domestic abuse,female
1_41351.jpg,no.,implies domestic violence.,female.
1_41421.jpg,no,bruised face suggests violence.,female
1_41681.jpg,yes,modest attire displayed.,female
1_45431.jpg,no,revealing clothing; cleavage visible.,female
1_45861.jpg,no.,suggestive pose and attire.,female.
1_46151.jpg,no,"depicts violence, bruises.",female
1_46161.jpg,no,"suggestive theme, partial undress",female
1_46651.jpg,no.,suggestive pose and attire.,female.
1_46751.jpg,yes,subject is modestly dressed.,female
1_46861.jpg,yes,modest dress and pose,female
1_49661.jpg,no,"revealing clothing, suggestive pose",female
1_49771.jpg,no.,"revealing clothing, suggestive pose.",male.
1_51151.jpg,yes,dress is elegant and modest.,female
1_51221.jpg,no.,"revealing attire, suggestive pose.",female.
1_51321.jpg,no,revealing dress style.,female
1_52241.jpg,yes.,no revealing or offensive content.,female.
1_54371.jpg,no.,revealing clothing.,female.
1_55011.jpg,yes.,clothing is modest and sports-related.,female.
1_58081.jpg,no,"revealing clothing, seductive pose",female
1_58121.jpg,no,"implied nudity, intimate pose",female
1_59401.jpg,yes,"sleeveless top, still modest.",female
1_61421.jpg,no,revealing swimwear depicted.,female
1_61961.jpg,no.,infant nudity present.,all.
1_61991.jpg,yes.,dress is modest.,female.
1_62971.jpg,yes.,sportswear is generally acceptable.,female.
1_63571.jpg,no,"revealing clothing, suggestive pose.",female
1_63691.jpg,no,revealing clothing style,female
1_63741.jpg,no,provocative pose and attire,female
1_63901.jpg,no,implied nudity; sensual pose.,female
1_64051.jpg,no.,"revealing attire, suggestive pose.",female.
1_64121.jpg,no,revealing clothing on woman,female
1_64231.jpg,no,provocative pose and attire.,female
1_64311.jpg,no.,"intimate pose, revealing clothing.",female.
1_64391.jpg,no,"revealing clothing, seductive pose",female
1_64971.jpg,no,midriff-baring attire shown,female
1_6501.jpg,yes.,"fully clothed, non-provocative.",female.
1_65021.jpg,yes,displaying athletic context.,female
1_65301.jpg,no.,intimate couple imagery.,all.
1_65631.jpg,no,skimpy clothing depicted.,female
1_65661.jpg,no,revealing lingerie; suggestive pose,female
1_65981.jpg,yes,modest dress visible.,female
1_68441.jpg,no;,some revealing clothing present;,all.
1_69091.jpg,no,shirtless male in advertisement,male
1_69391.jpg,no,shirtless male in ad,male
1_71291.jpg,no,"intimate pose, suggestive content",all
1_71441.jpg,yes.,"fully clothed, non-provocative.",female.
1_71581.jpg,no,intimate apparel advertisement.,all
1_7251.jpg,no,provocative clothing and pose,female
1_75171.jpg,yes;,"fully clothed, non-provocative;",female.
1_77221.jpg,no,suggestive pose and clothing,female
1_77871.jpg,no.,displays women in lingerie.,female.
1_80271.jpg,yes.,"fully clothed, unprovocative pose.",male.
1_80591.jpg,no.,revealing clothing.,female.
1_81881.jpg,no,immodest attire shown,female
1_84031.jpg,no,partial nudity depicted.,female
1_84111.jpg,yes,conventional makeup advertisement.,female
1_84271.jpg,yes,"close-up beauty ad, non-revealing.",female
1_84331.jpg,no,"revealing clothing, suggestive pose",female
1_84341.jpg,yes,no provocative content.,female
1_84901.jpg,no,revealing clothing shown.,female
1_85061.jpg,yes,"modest, makeup ad image.",female
1_85231.jpg,yes.,person is modestly dressed.,female.
1_86081.jpg,no,lingerie-clad models displayed,female
1_86291.jpg,no,lingerie advertisement; conservative norms,female
1_87231.jpg,yes,"fully clothed, casual pose.",male
1_87861.jpg,no,revealing attire visible,all
1_88061.jpg,no,gender role stereotypes challenged,male
1_89191.jpg,no,dress might be revealing,female
1_89291.jpg,no,"implies nudity, suggestive content",male
1_8991.jpg,no,shirtless may offend conservative views.,male
1_90121.jpg,no,swimsuit advertisement may offend.,female
1_93641.jpg,yes.,martial arts attire is modest.,all.
1_93711.jpg,yes,no inappropriate content shown.,male
1_9471.jpg,yes,modest clothing; no indecency visible.,female
1_94801.jpg,yes;,doesn't display indecency.,female.
1_94871.jpg,yes,"fully clothed, face-focused ad.",female
1_9491.jpg,no,"intimate pose, partial nudity.",female
1_95821.jpg,yes.,sports attire is generally accepted.,female.
1_97521.jpg,no,suggestive and provocative content.,female
1_97671.jpg,yes.,outfit is relatively conservative.,female.
1_97731.jpg,yes.,traditionally acceptable superhero costume.,male.
2_10012.jpg,no,"revealing attire, suggestive pose.",female
2_103962.jpg,no,suggestive pose and attire.,female
2_104522.jpg,yes.,it is an ice cream advertisement.,female.
2_105472.jpg,no,revealing attire; suggestive pose.,female
2_105972.jpg,no.,attire may be revealing.,female.
2_106612.jpg,yes,sportswear is generally acceptable.,female
2_106662.jpg,yes.,it features athletic attire.,male.
2_107862.jpg,no.,implies nudity.,female.
2_107982.jpg,no,implied nudity; smoking reference.,female
2_108052.jpg,no,shows woman in swimwear,female
2_108222.jpg,yes,"modest attire, non-provocative pose.",female
2_112492.jpg,no.,smoking promotion; revealing attire.,female.
2_112672.jpg,yes,portrays common family-oriented theme,female
2_11542.jpg,no,implies sensitive subject matter.,all
2_115452.jpg,yes,dress is non-revealing.,female
2_115852.jpg,no.,suggestive pose and attire.,female.
2_116192.jpg,no.,"suggestive themes, dress.",female.
2_116202.jpg,no,lingerie-clad woman depicted.,female
2_116232.jpg,no,implied nudity present.,female
2_116322.jpg,,,
2_116472.jpg,no,contains partial nudity,female
2_116482.jpg,no,"revealing attire, suggestive pose",female
2_117072.jpg,no,swimsuit advertisement may offend.,female
2_119742.jpg,no,"skimpy clothing, suggestive pose",all
2_121132.jpg,no.,revealing dress.,female.
2_122152.jpg,yes,"modest attire, no explicit content.",female
2_122252.jpg,yes,modest attire; not revealing.,female
2_122312.jpg,no,revealing dress; deep neckline.,female
2_122542.jpg,no,revealing clothing may offend,female
2_123842.jpg,,,
2_123862.jpg,no.,"sports attire, might be revealing.",female.
2_124042.jpg,no,revealing attire displayed,female
2_124292.jpg,no,revealing athletic attire,female
2_124482.jpg,no.,partial nudity depicted.,female.
2_125732.jpg,yes.,"modest attire, makeup advertisement.",female.
2_126092.jpg,yes,modest clothing and makeup ad.,female
2_126872.jpg,yes.,"fully clothed, non-offensive pose.",male.
2_127452.jpg,yes.,it's a public awareness ad.,male.
2_130152.jpg,no,revealing attire displayed.,female
2_131502.jpg,yes.,"fully clothed, subtle makeup.",female.
2_131782.jpg,yes,only facial skincare shown.,female
2_132012.jpg,no,"implied nudity, intimate pose.",all
2_132262.jpg,no,revealing clothing may offend.,female
2_133412.jpg,no,revealing tight-fitting clothing,male
2_133622.jpg,yes,swimsuit common in public pools,female
2_133682.jpg,no,revealing attire depicted,female
2_134832.jpg,no,provocative clothing pose,female
2_134872.jpg,yes,"non-offensive, fully clothed.",all
2_13492.jpg,no.,suggestive pose and attire.,female.
2_135192.jpg,yes.,child with a doll; non-offensive.,female.
2_135262.jpg,no.,nudity present.,male.
2_135502.jpg,no,revealing attire; bikini clad.,female
2_135582.jpg,no.,revealing attire present.,female.
2_136162.jpg,yes.,dress code varies.,female.
2_137062.jpg,yes.,modest attire is visible.,female.
2_137362.jpg,yes.,swimsuit for sports context.,female.
2_142952.jpg,yes,modest swimwear shown,female
2_142962.jpg,no,swimsuit may be revealing.,female
2_144552.jpg,yes,modest clothing is depicted.,female
2_144742.jpg,no,mentions menstrual products,female
2_145752.jpg,no,"nudity, albeit non-realistic",female
2_148462.jpg,yes,"fully clothed, non-suggestive pose.",female
2_148642.jpg,yes,fully clothed athletic pose.,female
2_149662.jpg,yes,casual beach attire shown.,male
2_151652.jpg,no.,revealing clothing shown.,female.
2_152442.jpg,yes,"fully clothed, non-provocative.",female
2_152822.jpg,no,athletic wear may offend,female
2_154672.jpg,no,implied nudity; conservative standards.,female
2_155982.jpg,yes.,"fully clothed, non-offensive pose.",male.
2_156232.jpg,no,"shows skin, suggestive poses.",female
2_156592.jpg,no.,intimate couple pose.,all.
2_157032.jpg,no,revealing clothing; provocative poses.,female
2_157092.jpg,no,seductive pose and attire.,female
2_157102.jpg,no,"revealing clothing, provocative pose",female
2_157202.jpg,no,"tight clothing, model poses",female
2_157222.jpg,no,revealing attire; partial nudity.,male
2_157252.jpg,no;,provocative pose and attire;,female.
2_157462.jpg,no;,"lingerie ad, suggestive pose;",female.
2_157492.jpg,no,lingerie-clad woman displayed.,female
2_157582.jpg,no.,revealing clothing; lingerie advertisement.,female.
2_157592.jpg,no,revealing clothing; lingerie visible.,female
2_157652.jpg,no;,revealing attire displayed;,female.
2_157672.jpg,no,"lingerie ad, conservative standards vary",female
2_157812.jpg,no.,lingerie-clad model depicted.,female.
2_157822.jpg,no,underwear model visible,female
2_158592.jpg,no,"implied nudity, provocative.",female
2_159422.jpg,no.,revealing attire for some cultures.,female.
2_165022.jpg,yes;,"fully clothed, non-provocative pose;",male.
2_166452.jpg,yes,fully clothed individuals,all
2_17882.jpg,no.,underwear-clad women displayed.,female.
2_18062.jpg,yes.,no sensitive content shown.,female.
2_20722.jpg,no,model in underwear; suggestive pose.,female
2_20982.jpg,no,partial nudity depicted.,female
2_21142.jpg,no,"revealing clothing, suggestive pose",female
2_21622.jpg,yes.,"general audience, no sensitive content.",all.
2_23442.jpg,yes,relatively modest attire,female
2_23612.jpg,yes,"fully clothed, non-suggestive",female
2_23632.jpg,no,"revealing clothing, sheer fabric.",female
2_23922.jpg,yes,moderately conservative attire.,female
2_2552.jpg,yes,"fully clothed, non-provocative.",female
2_31792.jpg,no,implied nudity present.,female
2_33052.jpg,yes;,no revealing attire shown;,female;
2_33672.jpg,no;,shirtless man shown;,male.
2_34612.jpg,yes,"athletic, non-revealing clothing.",female
2_35162.jpg,no.,contains revealing clothing.,female.
2_35772.jpg,yes.,modest attire is present.,female.
2_37822.jpg,yes.,contains no offensive content.,all.
2_38822.jpg,no,child in dental distress.,all
2_39172.jpg,no,dress may be revealing,female
2_39512.jpg,no;,revealing attire depicted;,female.
2_40222.jpg,no,"makeup, styled hair.",female
2_41212.jpg,no,revealing clothing; suggestive pose,female
2_41262.jpg,no,scantily clad individual,female
2_41392.jpg,no.,suggestive and revealing attire.,all.
2_41472.jpg,yes,addresses serious social issue.,female
2_43292.jpg,yes,consuming ice cream.,female
2_45312.jpg,no,revealing attire shown.,female
2_45352.jpg,yes,modest clothing shown.,female
2_45652.jpg,no,revealing clothing; suggestive pose,female
2_45922.jpg,no,"revealing clothing, suggestive pose.",female
2_46282.jpg,no,"underwear advertisement, semi-nude",male
2_46532.jpg,no,"revealing attire, underwear advertisement",female
2_46552.jpg,no,revealing attire posed suggestively.,female
2_47562.jpg,no.,sensitive subject matter.,female.
2_49432.jpg,no.,intimate kissing depicted.,all.
2_49822.jpg,no,revealing clothing; suggestive pose,female
2_49912.jpg,no.,provocative clothing and pose.,female.
2_50742.jpg,no,"short skirts, visible legs",female
2_51172.jpg,yes,"fully-clothed, non-provocative pose.",female
2_51462.jpg,yes,dress is modest.,female
2_52962.jpg,yes.,no revealing attire shown.,female.
2_53232.jpg,yes.,clothed and smiling.,female.
2_53282.jpg,yes.,fully dressed; non-provocative pose.,female.
2_53332.jpg,no,"implied nudity, suggestive pose",female
2_53872.jpg,no.,revealing attire displayed.,female.
2_53962.jpg,yes.,advert depicts skincare product usage.,female.
2_55202.jpg,no,clothing may be revealing.,female
2_55492.jpg,yes.,standard wrestling attire.,male.
2_55932.jpg,yes,fully clothed man exercising.,male
2_562.jpg,yes,athletic wear depicted.,female
2_56852.jpg,yes.,person is decently clothed.,female.
2_62072.jpg,no,nudity is culturally sensitive.,female
2_62102.jpg,yes,"fully clothed, no explicit content.",female
2_62712.jpg,yes,no revealing clothing.,female
2_63602.jpg,no,provocative poses and attire.,female
2_63772.jpg,no.,"implied nudity, intimate pose.",female.
2_63932.jpg,no,provocative attire and pose,female
2_63942.jpg,no.,midriff is exposed.,female.
2_63952.jpg,no,suggestive pose and attire,female
2_64102.jpg,no,lingerie and suggestive pose,female
2_64192.jpg,yes,"fully dressed, non-provocative.",female
2_64232.jpg,no.,"lingerie advertisement, revealing attire.",female.
2_64472.jpg,yes.,children in normal clothing.,female.
2_64572.jpg,yes.,children playing innocently.,female.
2_64802.jpg,yes.,standard athletic attire shown.,female.
2_65702.jpg,no,leg exposure may offend.,female
2_65712.jpg,no,revealing attire shown.,female
2_682.jpg,yes,athleisure is generally accepted.,female
2_69002.jpg,no.,"intimate apparel, personal contact.",all.
2_73082.jpg,no,scantily clad individual,male
2_75222.jpg,yes.,dresses are modestly cut.,female.
2_75652.jpg,yes,women dressed modestly.,female
2_7652.jpg,no,public display of affection,all
2_76972.jpg,no.,"suggestive pose, bare shoulders.",female.
2_77012.jpg,no,skimpy clothing shown.,female
2_77152.jpg,no,short dress could be sensitive,female
2_77812.jpg,no.,models in underwear.,female.
2_77822.jpg,no,underwear advertisement,male
2_78002.jpg,no.,models in revealing lingerie.,female.
2_78012.jpg,no,revealing attire shown.,female
2_78102.jpg,yes.,no inappropriate content shown.,male.
2_78162.jpg,no,revealing attire displayed,all
2_78172.jpg,no,shirtless men shown.,male
2_80442.jpg,no,revealing dress pose,female
2_80662.jpg,no.,revealing dress; provocative pose.,female.
2_81292.jpg,yes.,woman is modestly dressed.,female.
2_84162.jpg,yes,standard cosmetic advertisement.,female
2_84262.jpg,yes,"fully clothed, non-provocative pose.",female
2_84322.jpg,no.,sensual pose and expression.,female.
2_84532.jpg,yes,no revealing clothing visible.,female
2_8502.jpg,no,revealing clothing; suggestive pose.,female
2_85162.jpg,yes,"modest attire, non-provocative",female
2_85222.jpg,yes,it's a facial close-up.,female
2_85612.jpg,no,revealing clothing present,female
2_86062.jpg,no.,"lingerie advertisement, partial nudity.",female.
2_86192.jpg,no,lingerie visible; cultural sensitivities vary.,female
2_86272.jpg,no,revealing clothing pose,female
2_87402.jpg,yes,"humorous ad, no indecency",all
2_87742.jpg,yes,"fully clothed, non-provocative.",female
2_87822.jpg,yes.,"fully clothed, non-provocative.",female.
2_87832.jpg,yes,"fully clothed, casual.",female
2_88802.jpg,yes,"fully clothed, no sensitive content.",male
2_89772.jpg,yes.,modest attire and pose.,female.
2_91102.jpg,yes.,"modest attire, no offensive content.",all.
2_91172.jpg,no,"lingerie advertisement, partial nudity",female
2_912.jpg,yes,"fully clothed, non-suggestive pose.",female
2_9262.jpg,no,fitted dress and pose,female
2_93242.jpg,yes.,fully clothed athletes.,all.
2_94762.jpg,yes,"makeup advertisement, not revealing",female
2_9582.jpg,no,revealing attire; suggestive pose.,female
2_9692.jpg,yes,maternity and baby products advert,female
2_97392.jpg,yes.,no inappropriate content.,all.
2_97452.jpg,no,revealing outfit; milk suggestiveness.,female
2_97592.jpg,no,revealing attire depicted,female
2_97622.jpg,yes,"fully clothed, smiling woman.",female
2_97812.jpg,no.,swimsuit may be revealing.,female.
2_9892.jpg,no,revealing clothing; suggestive pose.,female
3_100563.jpg,no.,suggestive attire and pose.,female.
3_101223.jpg,no.,underdressed individual displayed.,male.
3_10263.jpg,no,"implied nudity, suggestive posing.",female
3_103933.jpg,no,"partial nudity, suggestive theme",male
3_104203.jpg,yes,"casual, non-offensive interaction",all
3_105353.jpg,yes,"modest clothing, close-up portrait.",female
3_107893.jpg,yes.,"advertisement, fully-clothed individual.",female.
3_107933.jpg,no,revealing clothing; bare shoulders,female
3_107993.jpg,no,legs prominently displayed.,female
3_108153.jpg,no,"suggestive themes, smoking",female
3_111813.jpg,no,"swimwear, poses may be revealing",female
3_115843.jpg,no,"revealing clothing, suggestive pose",female
3_115923.jpg,no,revealing attire depicted,female
3_115993.jpg,no,revealing clothing shown,female
3_116203.jpg,no,contains nudity.,female
3_116223.jpg,no,"implied nudity, suggestive pose",female
3_116253.jpg,no,"implied nudity, provocative",female
3_116283.jpg,no,nudity present.,female
3_116363.jpg,no,revealing attire; implied nudity,female
3_116383.jpg,no.,revealing attire featured.,female.
3_116483.jpg,no,suggestive content; revealing attire,female
3_116563.jpg,no,nudity might offend.,female
3_118193.jpg,yes,"fully clothed, casual attire.",male
3_118293.jpg,yes,man dressed modestly.,male
3_11903.jpg,no,revealing clothing present,female
3_119713.jpg,yes;,no explicit content shown;,female.
3_120233.jpg,yes,"fully clothed, non-offensive pose",female
3_121403.jpg,yes.,sports attire; no indecency.,all.
3_123103.jpg,no.,bikini considered immodest.,female.
3_123863.jpg,no,shows bare legs,female
3_124093.jpg,yes,sportswear is generally accepted.,female
3_124633.jpg,yes,"modest, professional attire shown.",female
3_125173.jpg,no,"minimal clothing, suggestive poses.",all
3_125213.jpg,no,swimwear; public display,all
3_126593.jpg,yes.,family-friendly everyday scene.,all.
3_127313.jpg,no,bathroom setting may offend.,female
3_129433.jpg,no,"revealing attire, suggestive pose.",female
3_130303.jpg,no,men in revealing attire.,male
3_130783.jpg,yes.,just a beauty product ad.,female.
3_130963.jpg,no.,implied nudity; bare shoulders.,female.
3_132083.jpg,no,revealing attire,female
3_132263.jpg,no,revealing clothing; bare midriff,female
3_136343.jpg,yes,sports attire generally acceptable.,female
3_136383.jpg,yes.,fully clothed athlete.,male.
3_137783.jpg,no,"intimate, suggestive posing",all
3_137823.jpg,yes,"sports attire, not revealing",male
3_138023.jpg,no.,partial nudity; culturally sensitive.,male.
3_138243.jpg,yes.,"exercise advertisement, fully clothed.",male.
3_143703.jpg,no.,shirtless male depicted.,male.
3_145063.jpg,no,skintight clothing; partial attire.,all
3_145783.jpg,no,contains nudity.,female
3_145813.jpg,no,skimpy clothing shown,male
3_147813.jpg,no,implied nudity; suggestive pose,female
3_152893.jpg,no.,athletic attire may offend.,female.
3_153013.jpg,yes,"athletic clothing, not revealing.",male
3_153153.jpg,no,form-fitting attire is revealing,female
3_15413.jpg,no;,"revealing clothing, suggestive pose;",female.
3_156113.jpg,no,dress might be revealing,female
3_156233.jpg,yes;,"modest dress, non-provocative pose;",all.
3_156393.jpg,no.,implied nudity; intimate pose.,female.
3_157033.jpg,no,partial nudity displayed,all
3_157283.jpg,no.,revealing clothing; poses.,female.
3_157333.jpg,no,"suggestive poses, revealing clothing.",all
3_157403.jpg,no,revealing clothing depicted.,female
3_157423.jpg,no,provocative clothing and pose,female
3_15743.jpg,no,revealing clothing displayed.,female
3_157433.jpg,no,lingerie-advertisement; cultural sensitivities,female
3_157443.jpg,no,revealing attire; suggestive pose,female
3_157503.jpg,no.,"lingerie advertisement, suggestive pose.",female.
3_157533.jpg,no,revealing lingerie advertisement,female
3_157703.jpg,no,underwear-advertised openly,female
3_15933.jpg,no,"scanty clothing, exposed abdomen",female
3_164053.jpg,no.,"revealing attire, suggestive pose.",female.
3_166073.jpg,no,implies nudity; suggestive advertising,male
3_18653.jpg,no.,attire might be too revealing.,female.
3_20753.jpg,no,revealing clothing; partial nudity,female
3_20823.jpg,no,revealing attire; tattoos,male
3_20833.jpg,no;,"lingerie ad, revealing clothing;",female.
3_21063.jpg,no,revealing clothing present.,female
3_2113.jpg,no.,provocative clothing and poses.,female.
3_21143.jpg,no,contains partial nudity,female
3_21613.jpg,yes,fully clothed athlete.,female
3_23683.jpg,no,"focus on cosmetics, suggestive",female
3_23963.jpg,no,provocative pose and attire,female
3_24313.jpg,yes.,sports attire generally accepted.,female.
3_24653.jpg,yes,image contains no explicit content.,female
3_26013.jpg,no.,partial nudity shown.,female.
3_26583.jpg,yes,no revealing clothing.,female
3_28793.jpg,yes,"fully clothed, not provocative",female
3_29383.jpg,no,"revealing attire, midriff exposed",female
3_2963.jpg,yes,"advocacy ad, not explicitly inappropriate.",female
3_29943.jpg,no,"revealing attire, tattoos visible",female
3_32643.jpg,no,"revealing clothing, suggestive pose.",female
3_32923.jpg,yes,acceptable beauty product advert,female
3_33143.jpg,no,implied nudity and cosmetics,female
3_33653.jpg,no.,partial nudity displayed.,male.
3_35233.jpg,no,"intimate pose, revealing attire.",female
3_35733.jpg,no,attire may be revealing.,female
3_38763.jpg,no,"revealing clothing, suggestive pose",female
3_39083.jpg,no.,"short dress, bare legs.",female.
3_39173.jpg,no,"revealing clothing, suggestive pose.",female
3_39193.jpg,yes,"makeup ad, generally accepted.",female
3_39383.jpg,yes,"fully clothed, non-provocative.",male
3_40043.jpg,yes,"fully clothed, sitting casually.",male
3_4023.jpg,no.,revealing clothing; contrasted age appearance.,female.
3_40723.jpg,no,midriff and shoulders exposed,female
3_40883.jpg,no,revealing clothing shown,female
3_41193.jpg,no,"skimpy attire, suggestive poses",female
3_41373.jpg,no,contains partial nudity.,female
3_42783.jpg,no,"revealing attire, suggestive pose",female
3_45153.jpg,no;,"underwear-advertisement, skin exposure;",all.
3_4533.jpg,yes,athletic clothing is visible.,female
3_45383.jpg,no.,revealing clothes; midriff exposed.,female.
3_45683.jpg,no,"revealing clothing, suggestive pose.",female
3_4583.jpg,yes,"fully clothed, non-provocative.",female
3_46333.jpg,no,"intimate apparel, suggestive pose.",all
3_46533.jpg,no.,suggestive pose; partial nudity.,female.
3_46573.jpg,yes,"modest dress, non-provocative pose",female
3_47143.jpg,no,revealing clothing pose,female
3_49293.jpg,no,nudity is visible.,male
3_49423.jpg,no,revealing clothing and pose.,female
3_49763.jpg,no.,revealing attire depicted.,female.
3_49773.jpg,no,"partial nudity, suggestive pose.",male
3_52143.jpg,no.,"implied nudity, sensuality.",female.
3_53263.jpg,yes,"modest attire, composed pose",female
3_53273.jpg,no,displays partial nudity.,female
3_53363.jpg,yes,dressing is modest.,female
3_53863.jpg,no,"suggestive, partially undressed.",female
3_57173.jpg,no,partial nudity present,male
3_57373.jpg,no,inappropriate words on ads.,all
3_59353.jpg,yes,"modest dress, no explicit content",female
3_59493.jpg,yes,fully clothed casual fashion.,all
3_62253.jpg,no,"tight-fitting clothing, multiple models",female
3_62583.jpg,no,implied nudity; undergarment visible.,female
3_63573.jpg,yes,"modest dress, neutral pose.",female
3_63713.jpg,no.,"suggestive poses, revealing outfit.",female.
3_63803.jpg,no,"revealing clothes, suggestive pose.",female
3_63883.jpg,yes,conservative enough advertisement.,female
3_63903.jpg,no,"suggestive pose, partial nudity",female
3_63963.jpg,no,revealing clothing; suggestive pose,female
3_63993.jpg,no,revealing clothing; beachwear context,female
3_64093.jpg,no.,revealing clothing; suggestive pose.,female.
3_64143.jpg,no.,sleeveless attire may offend.,female.
3_64263.jpg,no,revealing clothing; suggestive pose,female
3_64383.jpg,no,"revealing clothing, suggestive pose",female
3_64923.jpg,no,"underwear advertisement, minimal clothing",male
3_65893.jpg,no,revealing attire depicted,female
3_66253.jpg,no,"revealing clothing, suggestive pose",female
3_67863.jpg,no;,partial nudity;,male.
3_68003.jpg,yes,"fully clothed, non-provocative",male
3_7003.jpg,no;,attire may be deemed revealing;,female.
3_70083.jpg,no,revealing attire depicted,female
3_71383.jpg,yes,"modest clothing, non-provocative pose",female
3_71413.jpg,yes,"fully clothed, not provocative.",female
3_71853.jpg,no,"challenging, provocative imagery.",female
3_71963.jpg,yes,no sensitive content depicted.,all
3_75593.jpg,yes,"fully clothed, non-provocative pose.",female
3_77173.jpg,yes.,"fully clothed, sitting pose.",female.
3_77743.jpg,no,lingerie advertisement; moderately revealing.,female
3_77873.jpg,no,"displays underwear, perceived as intimate",male
3_80263.jpg,yes,"formal clothing, non-revealing",all
3_84243.jpg,yes,"makeup ad, typically acceptable",female
3_843.jpg,yes.,attire may be considered modest.,female.
3_84303.jpg,no.,lingerie-advertised openly.,female.
3_84483.jpg,yes.,no revealing clothing shown.,female.
3_84943.jpg,no.,revealing clothing; conservative standards.,female.
3_85023.jpg,no,intimate couple pose,all
3_86283.jpg,no,"lingerie advertisement, semi-nude",female
