image,person,posture,body,female,male,dominant,center
10_175544.jpg,no,no people shown,no people,no females portrayed,no males portrayed,neither,neither
10_175545.jpg,yes,female standing & female leaning & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"positively, confidently, diverse body types",not applicable,neither,female
10_175553.jpg,yes,"female, facing forward","female, face only","attractively, confidently",no males,neither,female
10_175554.jpg,yes,female seated &,female upper body with legs &,"positively, perhaps endorsing a product",no males portrayed,neither,female
10_175555.jpg,yes,"female, sitting or standing","female, upper body without legs","glamorous, attractive",no males shown,neither,female
10_175557.jpg,yes,"female, lying back","female, upper body without legs","vulnerable, curious",not applicable,neither,female
10_175559.jpg,yes,"male, standing","male, upper body without legs",no females shown,"confident, professional",neither,male
10_175561.jpg,yes,female jumping & male jumping,female upper body with legs & male upper body with legs,"active, joyful, dynamic","active, joyful, dynamic",neither,both
10_175563.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,dancing joyfully,dancing actively,neither,both
10_175566.jpg,yes,"male, standing","male, face only",no female portrayed,vulnerable,neither,male
10_175567.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"smiling, confident, promotional","smiling, confident, promotional",neither,both
10_175568.jpg,yes,"male, standing &","male, upper body with legs &",no females portrayed,"strong, heroic",neither,male
10_175569.jpg,yes,"female, facing forward","female, face only","confident, attractive",no males depicted,neither,female
10_175576.jpg,yes,male sitting & child sitting,male upper body without legs & child upper body without legs,no female portrayed,eating and interacting positively,neither,both
10_175577.jpg,yes,cannot determine gender & various postures,cannot determine gender & upper body with legs,not applicable,not applicable,neither,neither
10_175585.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"happy, nurturing.","happy, affectionate.",neither,female
10_175593.jpg,yes,female-smiling & male-smiling,female-upper body with legs & male-upper body with legs,"happy, approachable, festive","cheerful, approachable, festive",neither,male
10_175597.jpg,yes,insufficient data to determine gender & posture.,insufficient data to determine gender & body parts.,cannot determine portrayal.,cannot determine portrayal.,neither,neither
10_175598.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"energetic, joyful","energetic, supportive",neither,both
10_175599.jpg,yes,"male, standing &","male, upper body with legs &",not applicable (no female shown),"positively, confident",neither,male
10_175601.jpg,yes,"male, neutral posture","male, face only",no females present,casual and approachable,neither,male
10_175607.jpg,yes,"female, standing &","female, upper body with legs &","confident, fashionable",no males present,neither,female
10_175609.jpg,no,,,,,neither,neither
10_175619.jpg,yes,male sitting & female sitting & male standing & male standing & female sitting & male sitting & female sitting,male upper body without legs & female upper body without legs & male upper body with legs & male upper body without legs & female upper body without legs & male upper body without legs & female upper body without legs,"positively, socializing.","positively, engaged and relaxed.",neither,neither
10_175620.jpg,yes,"male, sitting","male, upper body without legs",no females shown,"cheerful, slightly mischievous",neither,male
10_175622.jpg,yes,"female, standing","female, upper body with legs","vulnerable, concerned",no males shown,neither,female
10_175623.jpg,yes,male & standing,male & upper body with legs,not applicable,"serious, perhaps injured",neither,male
10_175624.jpg,yes,male standing & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs,"casually, happily","casually, happily",neither,both
10_175631.jpg,yes,"female, close-up face","female, face only","feminine, beauty-focused",no males portrayed,neither,female
10_175632.jpg,yes,female-standing & male-standing & female-standing,female-upper body with legs & male-upper body without legs & female-upper body without legs,"smiling, modeling clothing","smiling, modeling clothing",neither,both
10_175633.jpg,yes,"male, sitting","male, upper body with legs",no female depicted,"positive, skilled",neither,male
10_175634.jpg,yes,"female, standing &","female, upper body without legs &","positive, approachable, cheerful",no males in image,neither,female
10_175635.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"casually, relaxed, socializing","casually, socializing, greeting",neither,both
10_175641.jpg,yes,"female, facing forward","female, face only","portrayed attractively, focused on eyes",no male(s) to describe,neither,female
10_175642.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",not applicable,neither,female
10_175643.jpg,yes,"female, sitting","female, upper body with legs","casually, elegantly portrayed",not applicable,neither,female
10_175646.jpg,no,not applicable,not applicable,not depicted,not depicted,neither,neither
10_175648.jpg,yes,female-standing & male-standing & male-standing & female-standing,female-upper body with legs & male-upper body with legs & male-upper body with legs & female-upper body with legs,"positively, festive, and family-oriented","positively, festive, and family-oriented",neither,both
10_175649.jpg,yes,"male, leaning back &","male, upper body with legs &",not applicable,dramatically affected or ill,neither,male
10_175651.jpg,yes,female seated & male embracing,female upper body with legs & male upper body with legs,"protective, nurturing","protective, caring",neither,female
10_175653.jpg,yes,female & standing,female & upper body with legs,"thoughtfully, elegantly",not applicable,neither,female
10_175654.jpg,yes,female seated & male standing,female upper body without legs & male upper body without legs,"intimate, gentle","protective, affectionate",neither,female
10_175660.jpg,yes,"female, standing","female, upper body with legs",elegant and fashionable,not applicable,neither,female
10_175661.jpg,yes,male & facing forward,male & face only,not applicable,"concerned, injured",neither,male
10_175662.jpg,yes,"male, facing forward","male, upper body with legs",not applicable,"cheerful, enjoying cookies",neither,male
10_175663.jpg,yes,male standing,male upper body with legs,no female(s) in the image,confident and happy,neither,male
10_175665.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"playful, enjoying shakes","playful, enjoying shakes",neither,both
10_175668.jpg,yes,"male, holding a bat &","male, upper body without legs &",no females shown,"positive, athletic",neither,male
10_175670.jpg,yes,"female, walking &","female, upper body with legs &","casually, confidently",no males depicted,neither,female
10_175672.jpg,yes,male-standing & female-sitting,male-upper body without legs & female-upper body with legs,"happy, relaxed","animated, humorous",neither,male
10_175674.jpg,no,no person shown,no person shown,no portrayal,no portrayal,neither,neither
10_175675.jpg,yes,"female, smiling at camera","female, face only","positive, happy",no males shown,neither,female
10_175678.jpg,no,,,,,neither,neither
10_175681.jpg,yes,male standing & female head only,male upper body with legs & female face only,"playful, animated","active, duty-focused",neither,male
10_175684.jpg,no,,,,,neither,neither
10_175685.jpg,yes,male standing & female bending,male upper body with legs & female upper body with legs,portrayed in distress,portrayed in an aggressive posture,male,female
10_175686.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"enthusiastic, engaged","enthusiastic, engaged",neither,both
10_175687.jpg,no,,,,,neither,neither
10_175689.jpg,yes,female sitting & female standing,female upper body with legs & female upper body with legs,"fashionably, independently",no males present,neither,both
10_175692.jpg,yes,male sitting & female standing,male upper body with legs & female upper body with legs,"surprised, being addressed","bored or tired, yawning",neither,female
10_175693.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"poised, elegant, engaged in conversation","attentive, engaged in conversation",neither,female
10_175694.jpg,no,,,,,neither,neither
10_175695.jpg,yes,female-standing & male-sitting & female-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs,happy and energetic,joyful and playful,neither,both
10_175696.jpg,no,,,,,neither,neither
10_175697.jpg,yes,male sitting & female face,male upper body with legs & female face only,female as a magazine image,"male eating, looking at magazine",neither,male
10_175698.jpg,yes,male sitting & female kneeling,male upper body without legs & female upper body without legs,"serving male, somewhat subservient","relaxed, confident",male,male
10_175700.jpg,yes,female standing & male upside-down,female upper body without legs & male upper body with legs,"casually, outdoor activity","playfully, energetically",neither,male
10_175701.jpg,yes,"female, standing","female, upper body with legs",confident and fashionable,no males to describe,neither,female
10_175703.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,"casual, domestic, engaged in conversation","casual, attentive, engaged in conversation",neither,both
10_175704.jpg,yes,male seated & male seated,male upper body without legs & male upper body without legs,no females shown,"professionally, respectfully",neither,neither
10_175706.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"happy, welcoming, giving candy",not applicable,neither,female
10_175707.jpg,yes,"female, head tilted slightly","female, face only","confident, glamorous",not applicable,neither,female
10_175708.jpg,yes,"male, standing","male, face only",not applicable,"concerned, thoughtful",neither,male
10_175712.jpg,yes,"female, holding a burger","female, upper body without legs","happy, holding a product",no males present,neither,female
10_175713.jpg,yes,"male, standing","male, upper body without legs",no females shown,"happy, eating ice cream",neither,male
10_175714.jpg,yes,not applicable,not applicable,not depicted,not depicted,neither,neither
10_175715.jpg,yes,male sitting & female standing & male standing,male upper body with legs & female upper body without legs & male upper body without legs,"active, participating in activity","relaxed, enjoying snack",neither,male
10_175717.jpg,yes,male seated & female leaning,male upper body with legs & female upper body without legs,"supportive, endorsing","confident, showcasing products",neither,both
10_175720.jpg,yes,"male, standing","male, upper body without legs",not applicable,"positively, promotional character",neither,neither
10_175722.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"graceful, elegant, and socializing",not applicable (no males shown),neither,female
10_175726.jpg,yes,"male, hugging &","male, upper body without legs &",not applicable,"affectionate, caring",neither,male
10_175727.jpg,yes,"male, sitting & male, sitting","male, face only & male, face only",no females shown,"positive, cheerful",neither,male
10_175728.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,"neutral, casual","neutral, driving",neither,neither
10_175729.jpg,no,,,,,neither,neither
10_175731.jpg,yes,"male seated, female seated &",male upper body with legs & female upper body with legs &,"positively, as a passenger","positively, in control, driving",neither,male
10_175733.jpg,yes,female sitting,female upper body with legs,"contemplative, possibly vulnerable",no males shown,neither,female
10_175734.jpg,yes,male & sitting or leaning,male & upper body without legs,not applicable,"happy, enjoying food",neither,male
10_175738.jpg,yes,"female-standing, male-standing, female-standing, male-standing, female-standing, male-standing, female-standing, male-standing, female-standing, male-standing, female-standing, male-standing, female-standing & male-standing","female-upper body with legs, male-upper body with legs, female-upper body with legs, male-upper body with legs, female-upper body with legs, male-upper body with legs, female-upper body with legs, male-upper body with legs, female-upper body with legs, male-upper body with legs, female-upper body with legs, male-upper body with legs, female-upper body with legs & male-upper body with legs","positively, active, fashionable","positively, active, fashionable",neither,both
10_175740.jpg,yes,male sitting & male sitting & female sitting & male sitting & male standing & male kneeling,male upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,"cheerful, engaging.","relaxed, happy.",neither,both
10_175741.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"casually, outdoors.","casually, outdoors.",neither,both
10_175742.jpg,yes,"male, leaning pose","male, upper body with legs",not applicable,"confident, fashionable",neither,male
10_175744.jpg,yes,"female, smiling","female, face only","happy, healthy, natural",not applicable,neither,female
10_175747.jpg,no,,,,,neither,neither
10_175750.jpg,yes,"female, face only","female, face only",glamorous and bold,no males portrayed,neither,female
10_175751.jpg,yes,male sitting & male sitting,male upper body with legs & male upper body with legs,no females portrayed,"positively, actively",neither,male
10_175754.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"active, joyful","playful, casual",neither,both
10_175755.jpg,yes,multiple individuals: various postures &,mixed genders: upper body with legs &,excitedly enjoying bubble gum,excitedly enjoying bubble gum,neither,both
10_175759.jpg,yes,"male, sitting & male, sitting","male, upper body without legs & male, upper body without legs",no females portrayed,"concerned, frustrated & confident, relieved",neither,male
10_175762.jpg,yes,"female, head tilted down &","female, upper body without legs &","subdued, possibly in distress",no males portrayed,neither,female
10_175763.jpg,yes,"male, standing &","male, upper body with legs &",no females portrayed,"confident, styled",neither,male
10_175766.jpg,yes,"male, sitting & male, surprised","male, upper body with legs & male, face only",no females portrayed,"no specific portrayal, just surprised",neither,neither
10_175767.jpg,no,,,,,neither,neither
10_175768.jpg,yes,female & neutral posture,female & upper body without legs,"gracefully, with makeup, and dressed elegantly",no males depicted,neither,female
10_175769.jpg,yes,"female, standing &","female, upper body with legs &","confident, active",no males present,neither,female
10_175772.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,"happy, joyous, active","happy, enthusiastic, active",neither,both
10_175774.jpg,yes,"female, sideward posture","female, upper body without legs","elegant, attractive, fashionable",no males present in the image,neither,female
10_175778.jpg,yes,male standing & male standing & female standing,male upper body with legs & male upper body with legs & female upper body with legs,"neutral, casual","neutral, casual",neither,neither
10_175783.jpg,yes,"female, standing","female, upper body with legs","neutral stance, slightly concerned expression",no males portrayed,neither,female
10_175785.jpg,yes,"male, standing","male, upper body without legs",not applicable,portrayed as an athlete,neither,male
10_175786.jpg,yes,"female, sitting","female, upper body with legs","cheerful, healthy",not applicable,neither,female
10_175789.jpg,yes,"female, seated & male, standing & male, lying","female, upper body without legs & male, upper body without legs & male, upper body without legs","focused, attractive, confident",no males portrayed,neither,female
10_175791.jpg,yes,"female, standing","female, upper body with legs","confidently, casually",no males to portray,neither,female
10_175792.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,smiling and professional,professional and attentive,neither,both
10_175799.jpg,yes,"female, facing forward","female, face only","poised, polished, indirectly looking",no males portrayed,neither,female
10_175804.jpg,yes,"female, seated &","female, upper body with legs &",confident and powerful,not applicable,female,female
10_175808.jpg,yes,"female, seated","female, upper body with legs","vulnerable, wrapped in crime scene tape",no males to portray,neither,female
10_175810.jpg,yes,"female, seated","female, upper body with legs","positively, confidently, hopeful",no males depicted,neither,female
10_175812.jpg,yes,"female, sitting posture","female, upper body without legs",female portrayed as upset or crying,no males in the image,neither,female
10_175817.jpg,yes,male standing & male standing & male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"males portrayed casually, happily.",neither,both
10_175823.jpg,no,,,,,neither,neither
10_175827.jpg,yes,"female, standing","female, upper body with legs","innocent, affected by surrounding",no males present,neither,female
10_175829.jpg,yes,"female, sitting","female, upper body with legs","joyful, outdoors, environmentally conscious",no male(s) present,neither,female
10_175830.jpg,yes,female standing & female standing,female upper body without legs & female full body,"professional, approachable",not applicable,neither,female
10_175833.jpg,yes,female seated & female standing & female seated,female upper body without legs & female upper body without legs & female upper body without legs,in various attentive postures,no males portrayed,neither,both
10_175834.jpg,yes,male sitting & female standing & male kneeling,male upper body with legs & female upper body with legs & male upper body with legs,"casually, possibly socializing",playful or engaged in activity,neither,both
10_175836.jpg,yes,"male, standing &","male, upper body without legs &",no females shown,"cheerful, welcoming",neither,male
10_175837.jpg,yes,"female, standing & looking down","female, upper body with legs","thoughtfully engaged, silenced",,neither,female
10_175844.jpg,yes,female seated & male seated & female seated & male seated & female seated & male standing & female seated & male seated,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs,"stylish, confident","stylish, confident",neither,neither
10_175846.jpg,yes,"male, standing","male, upper body with legs",not applicable,"positively, cheerful",neither,male
10_175847.jpg,yes,"male, standing &","male, upper body with legs &",no females depicted,"positive, healthy, and active",neither,male
10_175849.jpg,yes,"female, standing","female, upper body with legs","thoughtful, possibly in wonder",no males shown.,neither,female
10_175850.jpg,no,,,,,neither,neither
10_175851.jpg,yes,"female, seated","female, upper body with legs","elegantly, stylishly.",no males depicted.,neither,female
10_175852.jpg,yes,"male, sitting","male, upper body with legs",no females portrayed.,male portrayed as distressed or hurt.,neither,male
10_175853.jpg,yes,"female, standing &","female, upper body with legs &","confident, fashionable",not applicable,neither,female
10_175855.jpg,yes,male-standing & female-standing,male-upper body with legs & female-upper body with legs,"casual, friendly","casual, friendly",neither,both
10_175859.jpg,yes,female seated & child standing,female upper body with legs & child upper body with legs,"happy, nurturing, optimistic",not applicable,neither,female
10_175860.jpg,yes,male seated & male standing,male upper body with legs & male upper body with legs,no females portrayed,"thoughtful, concerned",neither,both
10_175862.jpg,yes,male standing & male aggressive,male upper body with legs & male upper body with legs,no females portrayed,"one neutral, one aggressive",male,male
10_175866.jpg,yes,"female, standing or sitting","female, face only","sophisticated, attractive",no males present,neither,female
10_175871.jpg,yes,"female, sitting","female, upper body with legs","contemplative, serene",no males present,neither,female
10_175872.jpg,yes,female-standing & male-standing & male-standing & male-standing & female-standing,female-upper body without legs & male-upper body without legs & male-upper body without legs & male-upper body without legs & female-upper body without legs,"professional, confident","professional, confident",neither,neither
10_175878.jpg,yes,"male, standing","male, upper body with legs",no females shown,"male, positively portrayed",neither,male
10_175879.jpg,yes,"female, head slightly tilted","female, face only",glamorous and elegant,not applicable,neither,female
10_175880.jpg,yes,female standing & male kneeling,female upper body with legs & male upper body with legs,"elegant, poised, receptive","attentive, romantic",neither,female
10_175881.jpg,yes,female standing & male sitting,female upper body without legs & male upper body without legs,"vulnerable, sad","aggressive, ominous",male,female
10_175882.jpg,yes,male-standing & male-standing & female-standing,male-upper body with legs & male-upper body with legs & female-upper body with legs,"contemplative, holding product","intimate, holding product",neither,both
10_175887.jpg,yes,male-standing & male-standing,male-upper body with legs & male-upper body with legs,no females are being portrayed,"males portrayed humorously, whimsically",neither,male
10_175890.jpg,no,no person shown.,no person shown.,no females portrayed.,no males portrayed.,neither,neither
10_175891.jpg,yes,"male, facing forward","male, face only",no females portrayed,"serious, safety-conscious",neither,male
10_175893.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"energetically, possibly dancing","energetically, possibly dancing",neither,both
10_175896.jpg,yes,"female, leaning forward","female, upper body with legs","happy, engaged in an activity",no males to portray,neither,female
10_175901.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"confident, cheerful, promotional","cheerful, energetic, promotional",neither,both
10_175904.jpg,yes,female seated & male seated,female upper body without legs & male upper body without legs,"smiling, cheerful, domestic setting","socializing, content, at dinner table",neither,female
10_175906.jpg,no,,,,,neither,neither
10_175907.jpg,yes,female standing & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs,"sophisticated, elegant",not applicable,neither,female
10_175909.jpg,no,,,,,neither,neither
10_175910.jpg,yes,"female, sitting & leaning forward","female, upper body with legs",confident and attractive,no male(s) portrayed,neither,female
10_175913.jpg,yes,"male, seated","male, upper body without legs",not applicable,"neutral, casual",neither,male
10_175917.jpg,yes,"male, crouched starting position &","male, upper body without legs &",no females present,"athletic, competitive, focused",neither,male
10_175920.jpg,yes,female sitting,female upper body with legs,"confident, thoughtful",no males shown,neither,female
10_175924.jpg,yes,"female, standing &","female, upper body without legs &","neutral, confident",no males depicted,neither,female
10_175926.jpg,yes,male & standing,male & upper body with legs,no females portrayed,"confident, strong",neither,male
10_175932.jpg,yes,male standing & male standing & male standing & male sitting & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"posed confidently, stylishly dressed",neither,neither
10_175933.jpg,yes,female standing & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs,"casually, holding signs","casually, holding signs",neither,both
10_175938.jpg,yes,"male, covering ears","male, upper body without legs",not depicted,"annoyed, not listening",neither,male
10_175944.jpg,yes,"female, front-facing","female, face only","glamorous, attractive",no male(s) portrayed,neither,female
10_175946.jpg,no,,,,,neither,neither
10_175948.jpg,yes,"female, standing","female, upper body with legs","thoughtful, stylish",no males,neither,female
10_175952.jpg,no,,,,,neither,neither
10_175954.jpg,yes,"female, facing forward","female, upper body without legs","natural, approachable",no male(s) present,neither,female
10_175959.jpg,yes,male standing & female bending & female sitting,male upper body with legs & female upper body with legs & female upper body with legs,not appropriate to infer.,not appropriate to infer.,neither,both
10_175968.jpg,yes,"female, reclining","female, upper body without legs","serene, indulgent",no males portrayed,neither,female
10_175969.jpg,yes,"female, holding","female, upper body without legs","playful, enjoying",no males depicted,neither,female
10_175976.jpg,yes,"male sitting, male standing & male sitting",male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,males portrayed variably,neither,male
10_175977.jpg,no,,,not applicable,not applicable,neither,neither
10_175982.jpg,yes,"female, frontal pose","female, upper body without legs","altered beauty standards, unnatural",not applicable,neither,female
10_175984.jpg,yes,male seated & male riding,male upper body with legs & male upper body with legs,not applicable,"one casual, one in control",neither,both
10_175986.jpg,yes,female & neutral,female & face only,"somber, possibly traumatized",not applicable,neither,female
10_175990.jpg,no,,,,,neither,neither
10_175993.jpg,yes,female posing & male covering face,female face only & male face only,"confident, attractive","mysterious, suave",neither,female
10_175998.jpg,yes,"female, facing slightly upward &","female, face only &","positively, smiling",no males depicted,neither,female
10_176000.jpg,yes,"female, seated","female, upper body with legs","confident, relaxed",no males shown,neither,female
10_176002.jpg,yes,"female, looking at camera","female, face only","confident, direct gaze",no males portrayed,neither,female
10_176004.jpg,yes,male standing & female standing &,male upper body with legs & female upper body with legs &,"enthusiastic, supportive.","enthusiastic, supportive.",neither,both
10_176005.jpg,yes,female & female & female & female & female & female & female & female & female,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"positively, diverse, confidently smiling.",not applicable.,neither,female
10_176009.jpg,yes,"female, holding an object &","female, upper body without legs &","confident, attractive, endorsing a product",not applicable,neither,female
10_176010.jpg,yes,"female, standing &","female, upper body with legs &","smiling, holding product",no males present,neither,female
10_176012.jpg,yes,cannot determine gender or posture,cannot determine gender or option,not applicable,not applicable,neither,neither
10_176014.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"casually, engaged with company.","casually, eating.",neither,female
10_176018.jpg,yes,male standing & female kneeling &,male upper body with legs & female upper body without legs &,"ethereal, supporting","confident, triumphant",male,male
10_176021.jpg,yes,"female, standing &","female, upper body without legs &","positively, holding a product",no males present,neither,female
10_176022.jpg,yes,female and seated,female and upper body without legs,smiling and showcasing products,no males shown,neither,female
10_176024.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"elegantly, confidently","casually, observantly",neither,both
10_176025.jpg,yes,"female, sitting","female, upper body with legs","elegant, joyful",no males portrayed,neither,female
10_176026.jpg,no,,,not applicable,not applicable,neither,neither
10_176033.jpg,yes,"female, standing","female, upper body with legs","confident, relaxed",no males portrayed,neither,female
10_176036.jpg,yes,"female, facing forward","female, face only","confident, attractive",no males portrayed,neither,female
10_176039.jpg,no,not applicable.,not applicable.,not applicable.,not applicable.,neither,neither
10_176040.jpg,yes,"female, standing & female, standing & female, standing","female, upper body with legs & female, upper body with legs & female, upper body with legs",playful and energetic,not applicable,neither,female
10_176041.jpg,yes,"female, sitting & leaning forward","female, upper body with legs","positively, confidently",no males in the image,neither,female
10_176044.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"confident, fashionable","confident, smiling",neither,both
10_176046.jpg,yes,female standing & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs,females portrayed happily enjoying party,male portrayed happily enjoying party,neither,both
10_176051.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"positively, cheerful","positively, cheerful",neither,both
10_176060.jpg,yes,"female, eating & female, looking","female, face only & female, upper body without legs","enjoying chocolate, image appealing",no males depicted,neither,female
10_176061.jpg,no,,,,,neither,neither
10_176065.jpg,yes,female walking & female standing,female upper body with legs & female upper body with legs,"casually, in everyday activities",no males depicted,neither,neither
10_176071.jpg,yes,female seated & male standing & female standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs,"engaged, expressive, and lively",engaged and serving,neither,female
10_176072.jpg,yes,"female, holding something &","female, upper body without legs &",casually interacting with product,no males portrayed,neither,female
10_176073.jpg,yes,"female, standing","female, upper body with legs","casual, confident",no males present,neither,female
10_176076.jpg,yes,"female, standing","female, upper body with legs","stylish, confident",no males shown,neither,female
10_176079.jpg,no,no people shown.,no people shown.,no females portrayed.,no males portrayed.,neither,neither
10_176080.jpg,yes,"female, seated","female, upper body with legs","portrayed as confident, possibly seductive",no males shown,neither,female
10_176082.jpg,yes,female standing & male standing & boy standing & girl standing,female upper body with legs & male upper body with legs & boy upper body with legs & girl upper body with legs,"positive, happy consumers","positive, interactive salesman",neither,both
10_176083.jpg,no,,,,,neither,neither
10_176089.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,not applicable (no females shown),"active, adventurous",neither,male
10_176090.jpg,yes,multiple genders and postures,multiple genders and options,various activities and styles,various activities and styles,neither,both
10_176092.jpg,yes,"female, standing &","female, upper body with legs &",in distress or pain,no males shown,neither,female
10_176093.jpg,yes,"male, face visible","male, face only",no females shown,"male, happy and surprised",neither,male
10_176094.jpg,yes,female lying & male lying,female upper body without legs & male upper body without legs,"content, peaceful","content, peaceful",neither,both
10_176097.jpg,no,,,,,neither,neither
10_176100.jpg,yes,female-standing,female-upper body with legs,"playfully, with confidence",no males present,neither,female
10_176103.jpg,no,,,not applicable.,not applicable.,neither,neither
10_176105.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,happily eating chocolate,casually slicing cake,neither,both
10_176106.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"happy, engaged in eating","happy, engaged in cutting cake",neither,both
10_176107.jpg,yes,female standing & male lifting,female upper body with legs & male upper body with legs,"playful, energetic, elevated","strong, supportive, focused",neither,both
10_176108.jpg,yes,"female, standing &","female, upper body with legs &","confident, fashionable",not applicable,neither,female
10_176109.jpg,yes,"male, facing forward & female, profile view","male, face only & female, face only","with intensity, critique","neutral, direct",neither,both
10_176111.jpg,yes,"female, face forward","female, face only","elegantly, close-up",no males portrayed,neither,female
10_176112.jpg,no,,,,,neither,neither
10_176113.jpg,yes,"male, seated","male, upper body with legs",no female present,"relaxed, comfortable",neither,male
10_176116.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body without legs,playful and surprised,active and dynamic,neither,both
10_176117.jpg,yes,"female, hands on head","female, upper body without legs","confident, attractive, stylish",no males shown,neither,female
10_176121.jpg,yes,"male, standing","male, upper body with legs",no females present,"confident, fit",neither,male
10_176125.jpg,yes,female walking &,female upper body with legs &,"neutral, casual",no males depicted,neither,female
10_176127.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females portrayed,"portrayed interacting, caring",neither,both
10_176129.jpg,yes,"female, facing forward","female, upper body without legs","positively, approachable",no males present,neither,female
10_176131.jpg,yes,"female, standing","female, upper body with legs","confident, attractive",no males depicted,neither,female
10_176134.jpg,yes,male sitting & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs,"concerned, conversing","concerned, conversing",neither,male
10_176141.jpg,yes,"female, standing","female, upper body without legs","elegant, confident",not applicable,neither,female
10_176143.jpg,yes,female standing & male standing & female standing & male standing & female jumping & female standing & male standing,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs,"playful, energetic, happy","playful, energetic, joyful",neither,female
10_176147.jpg,yes,female sitting,"female, face only","stylish, confident",no males shown,neither,female
10_176149.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"casual, conversational",not applicable,neither,both
10_176150.jpg,yes,"female, standing","female, upper body with legs","professionally, positively",not applicable,neither,female
10_176154.jpg,yes,"male, leaning forward &","male, upper body without legs &",no females portrayed,"focused, professional",neither,male
10_176156.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
10_176162.jpg,yes,female-standing & male-not visible,female-upper body with legs & male-not visible,"positive, professional",male-not applicable,neither,female
10_176163.jpg,no,,,,,neither,neither
10_176166.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body without legs,"stylish, enjoying themselves","playful, enjoying themselves",neither,female
10_176167.jpg,n,,,,,,
10_176168.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,"casually, engaged in reading a menu","casually, engaged in reading a menu",neither,neither
10_176170.jpg,yes,"female, kicking posture","female, upper body with legs","active, determined",not applicable,neither,female
10_176175.jpg,yes,"female, standing","female, upper body with legs","playful, carefree",no males portrayed,neither,female
10_176176.jpg,no,,,,,neither,neither
10_176184.jpg,yes,female standing & male kneeling,female upper body with legs & male upper body with legs,"content, together with male","content, in close proximity to female",neither,both
10_176189.jpg,yes,"female, facing forward","female, face only","posed, made-up, serene",no males present,neither,female
10_176193.jpg,no,,,,,neither,neither
10_176196.jpg,yes,female sitting & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs,"relaxed, comfortable, festive","engaged, caring, festive",neither,both
10_176197.jpg,yes,"female, head slightly tilted","female, face only","confident, elegant",not applicable,neither,female
10_176201.jpg,no,,,,,neither,neither
